"dist name","dist version ","release date","perl version"
opensuse,8.2,2003-04-07,5.8.0
opensuse,8.1,2002-09-30,5.8.0
opensuse,8.0,2002-04-22,5.6.1
opensuse,7.3,2001-10-13,5.6.1
opensuse,7.2,2001-06-15,5.6.0
opensuse,7.1,2001-01-24,5.6.0
opensuse,7.0,2000-09-27,5.5.3
opensuse,6.4,2000-03-09,5.5.3
opensuse,6.3,1999-11-05,5.5.3
opensuse,6.2,1999-08-12,5.5.3
opensuse,6.1,1999-04-07,5.5.2
opensuse,6.0,1998-12-21,5.5.2
opensuse,5.3,1998-09-10,5.4.4
opensuse,5.2,1998-03-23,5.4.4
oracle,8.5,2021-11-17,5.26.3
oracle,7.9,2020-10-07,5.16.3
oracle,6.9,2017-03-28,5.10.1
oracle,5.11,2014-09-25,5.8.8
oracle,4.8,2009-06-02,5.8.5
osgeo,14.0,2021-05-22,5.30.0
osgeo,13.0,2019-09-05,5.26.1
osgeo,12.0,2018-09-04,5.26.1
osgeo,11.0,2017-08-09,5.22.1
osgeo,10.5,2017-04-05,5.22.1
osmc,2022.03-1,2022-03-14,5.28.1
osmc,2021.12-1,2021-12-25,5.28.1
osmc,2020.11-1,2020-12-27,5.28.1
osmc,2019.11-1,2019-11-20,5.24.1
osmc,2018.12-1,2019-01-07,5.24.1
osmc,2017.12-1,2018-01-10,5.24.1
osmc,2016.12-1,2016-12-25,5.14.2
osmc,2014-06-13,2014-06-13,5.14.2
ovios,3.11,2021-06-01,5.22.1
ovios,2.31,2017-12-28,5.22.1
pakos,2021-05-22,2021-05-22,5.28.1
pakos,2020-08-24,2020-08-24,5.28.1
paldo,stable,2022-04-29,5.34.0
paldo,1.22,2010-05-21,5.10.1
parabola,2021.08.11,2021-08-11,5.34.0
parabola,2020.01.18,2020-01-18,5.30.1
parabola,2019.03.11,2019-03-18,5.28.1
parabola,2018.12.22,2018-12-23,5.28.1
parabola,2017.11.05,2017-11-05,5.26.1
parabola,2016.11.03,2016-11-03,5.24.0
parabola,2015.05.01,2015-05-01,5.20.2
parabola,2013.09.01,2013-09-11,5.18.1
parabola,2012.10.17,2012-10-17,5.16.1
parabola,2011.09.01,2011-09-01,5.14.1
pardus,21.2,2022-03-29,5.32.1
pardus,19.5,2021-03-03,5.28.1
pardus,17.5,2019-03-04,5.24.1
pardus,2013,2013-04-12,5.14.2
pardus,2011.2,2011-09-19,5.12.2
pardus,2011,2011-01-20,5.12.2
pardus,2009.2,2010-06-03,5.10.1
pardus,2009,2009-07-18,5.10.0
pardus,2008.2,2009-01-30,5.10.0
pardus,2008,2008-06-27,5.10.0
pardus,2007.3,2007-11-19,5.8.8
pardus,2007,2006-12-18,5.8.8
pardus,1.0,2005-12-27,5.8.7
parrot,5.0,2022-03-26,5.32.1
parrot,4.11.1,2021-04-14,5.32.1
parrot,4.7,2019-09-19,5.28.1
parrot,3.11,2018-01-28,5.26.1
parrot,3.7,2017-07-11,5.24.1
parrot,3.0.1,2016-06-18,5.22.2
parrot,2.2.1,2016-05-16,5.20.2
partedmagic,2022_03_28,2022-03-28,5.34.0
partedmagic,2021_11_17,2021-11-17,5.34.0
partedmagic,2020_12_25,2020-12-25,5.32.0
partedmagic,2019_12_24,2019-12-24,5.22.2
partedmagic,2018_10_12,2018-10-12,5.22.2
partedmagic,2017_09_05,2017-09-05,5.22.2
partedmagic,2016_10_18,2016-10-18,5.22.2
partedmagic,2015_11_13,2015-11-13,5.18.1
partedmagic,2014_11_19,2014-11-19,5.18.1
partedmagic,2013_11_11,2013-11-11,5.16.1
partedmagic,2012_12_25,2012-12-25,5.16.1
partedmagic,2011_12_30,2011-12-30,5.12.1
partedmagic,6.7,2011-10-02,5.12.1
partedmagic,5.10,2011-02-16,5.12.1
partedmagic,4.11,2010-06-14,5.10.1
partedmagic,4.0,2009-04-04,--
partedmagic,3.7,2009-02-25,--
partedmagic,3.0,2008-07-25,--
partedmagic,2.2,2008-05-07,--
partedmagic,1.9,2007-10-26,--
pclinuxos,apt,2022-04-28,5.22.3
pclinuxos,2022.04.20,2022-04-20,5.22.3
pclinuxos,2021.11,2021-11-05,5.22.3
pclinuxos,2020.1015,2020-10-14,5.22.3
pclinuxos,2019.12,2019-12-16,5.22.3
pclinuxos,2018.06,2018-06-06,5.22.3
pclinuxos,2017.11,2017-11-12,5.22.3
pclinuxos,2016.03,2016-03-07,5.12.3
pclinuxos,2014.12,2014-12-24,5.10.1
pclinuxos,2013.10,2013-10-11,5.10.1
pclinuxos,2012.08,2012-08-22,5.10.1
pclinuxos,2011.09,2011-09-24,5.10.1
pclinuxos,2010.12,2010-12-17,5.10.1
pclinuxos,2010.07,2010-07-08,5.10.1
pclinuxos,2010.1,2010-05-05,5.10.1
pclinuxos,2009.2,2009-06-30,5.10.0
pclinuxos,2009.1,2009-03-11,5.8.8
pclinuxos,2007,2007-05-21,5.8.5
pclinuxos,0.92,2006-08-21,5.8.5
pclinuxos,0.91,2005-11-21,5.8.5
pearl,9qanon+,2020-04-14,5.30.0
pearl,8qanon,2019-05-06,5.28.1
pearl,7.1rolltide,2018-09-18,5.26.1
pearl,5.0elle,2016-12-26,5.22.1
pearl,4.0neeko,2016-07-17,5.22.1
pentoo,daily,2022-02-07,--
pentoo,2019.1,2019-04-25,5.26.2
pentoo,2009.0,2009-12-04,5.8.8
pentoo,2006.1,2006-07-05,5.8.7
pentoo,2006.0,2006-02-02,5.8.6
pentoo,2005.1,2005-06-22,5.8.5
peppermint,2022-02-02,2022-02-02,5.32.1
peppermint,1020191210,2019-12-18,5.26.1
peppermint,920190102,2019-01-02,5.26.1
peppermint,820180203,2018-02-05,5.22.1
peppermint,720161201,2016-12-01,5.22.1
peppermint,620150904,2015-09-06,5.18.2
peppermint,520140623,2014-06-23,5.18.2
peppermint,420131113,2013-11-28,5.14.2
peppermint,320121105,2012-11-12,5.14.2
peppermint,206052011,2011-06-10,5.10.1
peppermint,101042011,2011-01-05,5.10.1
photonos,4.0,2021-03-05,5.30.1
photonos,3.0,2019-02-07,5.28.0
photonos,2.0,2017-10-31,5.24.1
photonos,1.0,2016-06-16,5.22.1
pisi,2.2.1,2021-08-22,5.32.0
pisi,2.1.2,2019-12-09,5.26.1
pisi,2.0,2018-04-26,5.24.0
pisi,1.2,2015-06-29,5.20.0
pisi,1.1,2014-11-04,5.20.0
plamo,7.3,2021-05-06,5.30.0
plamo,7.2,2020-05-13,5.30.0
plamo,7.1,2019-05-15,5.26.2
plamo,7.0,2018-06-13,5.26.2
plamo,6.2,2017-03-24,5.14.2
plamo,6.1,2016-02-26,5.14.2
plamo,6.0,2015-10-22,5.14.2
plamo,5.3.1,2015-02-02,5.14.2
plamo,5.0,2012-12-29,5.14.2
plamo,4.7,2009-10-02,5.8.8
plamo,4.6,2009-02-25,5.8.8
plamo,4.5,2008-10-17,5.8.8
plamo,3.2,2003-07-13,5.6.1
plamo,3.1,2003-05-19,5.6.1
plamo,3.0,2002-09-23,5.6.1
pld,3.0th,2022-02-07,5.26.2
pld,2.0ac,2007-04-01,5.8.8
pld,1.0ra,2002-11-19,--
plop,22.1,2022-02-12,5.34.0
plop,21.3,2021-07-29,5.34.0
plop,20.1,2020-09-27,5.32.0
plop,19.4,2019-10-01,5.30.0
plop,4.3.4,2018-03-08,5.24.3
plop,4.2.2,2012-04-19,5.14.1
plop,4.1.2,2011-08-09,5.10.0
plop,4.0.5,2010-04-10,5.10.0
plop,3.8.3,2009-08-02,5.10.0
popos,22.04,2022-04-25,5.34.0
popos,21.10,2021-12-14,5.32.1
popos,21.04,2021-06-29,5.32.1
popos,20.10,2020-10-23,5.30.3
popos,20.04,2020-04-30,5.30.0
popos,19.10,2019-10-19,5.28.1
popos,19.04,2019-04-20,5.28.1
popos,18.10,2018-10-19,5.26.2
popos,18.04,2018-04-30,5.26.1
popos,17.10,2017-10-18,5.26.0
porteus,5.0-rc2,2020-08-09,5.32.0
porteus,4.0,2018-04-30,5.26.1
porteus,3.2.2,2016-12-29,5.22.2
porteus,3.1,2014-12-09,5.18.1
porteus,3.0.1,2014-08-05,5.18.1
porteus,2.1,2013-08-09,5.16.3
porteus,2.0,2013-02-20,5.16.1
porteus,1.2,2012-07-04,5.14.0
porteus,1.1,2012-01-08,5.12.3
porteus,1.0,2011-06-23,5.12.3
porteuskiosk,5.4.0,2022-03-28,5.34.0
porteuskiosk,4.9.0,2019-09-16,5.28.2
porteuskiosk,4.7.0,2018-06-18,5.24.3
porteuskiosk,4.5.0,2017-09-04,5.24.1
porteuskiosk,4.2.0,2016-12-05,5.22.2
porteuskiosk,3.7.0,2016-02-29,5.20.2
porteuskiosk,3.6.0,2015-11-30,5.20.2
porteuskiosk,3.2.0,2014-12-08,--
postmarketos,21.12,2021-12-29,--
primtux,7,2021-11-04,5.30.0
primtux,6,2020-11-14,5.30.0
primtux,5,2019-10-23,5.26.1
primtux,4,2018-10-26,5.24.1
primtux,3,2017-11-03,5.24.1
primtux,2,2016-10-29,5.20.2
primtux,eiffel,2016-04-02,5.20.2
proxmox,7.1,2021-11-17,5.32.1
proxmox,6.4,2021-03-30,5.28.1
proxmox,5.4,2019-04-11,5.24.1
proxmox,4.4,2016-12-13,5.20.2
proxmox,3.3,2014-09-15,5.14.2
proxmox,2.3,2013-03-04,5.10.1
puppy,9.5fossapup,2020-09-17,5.30.0
puppy,8.0bionicpup,2019-03-25,5.26.1
puppy,7.5xenialpup,2017-12-05,5.22.1
puppy,6.3.2slacko,2016-06-21,5.18.1
puppy,6.0tahrpup,2014-10-28,5.18.2
puppy,5.7slacko,2014-03-12,5.16.3
puppy,5.6.1precise,2013-05-29,5.14.2
puppy,5.5slacko,2013-03-06,5.16.1
puppy,5.4slacko,2012-12-02,5.16.1
puppy,5.2.8wary,2011-08-19,5.10.1
puppy,5.1.1wary,2010-09-06,5.10.1
puppy,5.0.1wary,2010-05-25,5.10.1
puppy,4.3,2009-10-17,5.8.8
puppy,4.2.1,2009-05-22,5.8.8
puppy,4.1.2,2008-12-08,5.8.8
puppy,4.00,2008-05-05,5.8.8
puppy,3.01,2007-10-15,5.8.8
puppy,2.17.1,2007-08-04,5.8.8
puppy,2.02,2006-07-29,5.8.6
puppy,1.0.9,2006-05-15,5.8.0
pureos,10.0,2021-10-05,5.32.1
pureos,9.0,2019-09-26,5.28.1
pureos,8.0,2019-08-30,5.28.1
pureos,7.0,2013-03-03,5.14.2
pureos,6.0,2012-09-09,5.14.2
pureos,5.0,2012-06-24,5.14.2
pureos,4.0,2011-08-04,5.12.4
pureos,3.0,2011-02-13,5.10.1
pureos,2.0,2010-03-29,5.10.1
pureos,1.1,2009-01-15,5.10.0
q4os,4.8,2022-04-05,5.32.1
q4os,3.15,2021-06-29,5.28.1
q4os,2.7,2018-12-30,5.24.1
q4os,1.8.8,2017-09-14,5.20.2
q4os,0.5.29,2015-03-27,5.14.2
qubes,4.1.0,2022-02-04,5.30.3
qubes,3.2.1,2018-11-13,5.22.2
qubes,2,2014-09-26,5.18.2
qubes,1.0,2012-09-03,5.10.1
raspios,2022-04-04,2022-04-07,5.32.1
raspios,2020-12-02,2020-12-04,5.28.1
raspios,2019-04-08,2019-04-09,5.24.1
raspios,2018-11-13,2018-11-15,5.24.1
raspios,2017-07-05,2017-07-05,5.20.2
raspios,2015-02-16,2015-02-16,5.14.2
rds,18.0,2022-04-26,--
rds,17.0,2021-12-30,5.28.1
rds,13.0,2020-02-12,5.28.1
rds,12.1,2019-08-20,5.28.1
rds,11.2,2018-04-11,5.24.1
rds,9.0,2017-05-08,5.20.2
reactos,0.4.14,2021-12-18,--
reactos,0.3.17,2014-11-05,--
rebeccablackos,2021-08-30,2020-08-30," "
rebeccablackos,2020-05-19,2020-05-20,5.28.1
rebeccablackos,2019-10-05,2019-10-05,5.28.1
rebeccablackos,2018-08-13,2018-08-21,5.24.1
rebeccablackos,2016-02-08,2016-02-09,5.22.1
rebornos,2022.04.10,2022-04-11,5.34.1
rebornos,2021.10.18,2021-10-18,5.34.0
rebornos,2020.12.27,2020-12-27,5.32.0
redcore,2102polaris,2021-10-20,5.34.0
redcore,2004neptune,2020-05-24,5.30.2
redcore,1908mira,2019-08-18,5.30.0
redcore,1812luna,2019-02-07,5.26.2
redcore,1806,2018-07-01,5.24.3
redcore,1710,2017-11-07,5.24.3
redhat,RHEL-8.4,2021-05-21,5.24.4
redhat,RHEL-7.9,2020-09-18,5.16.3
redhat,RHEL-6.9,2017-03-21,5.10.1
redhat,RHEL-5.11,2014-09-16,5.8.8
redhat,RHEL-4.8,2009-05-19,5.8.5
redhat,RHEL-3.9,2007-05-30,5.8.0
redhat,RHEL-2.1,2002-03-26,5.6.0
redhat,9shrike,2003-03-31,5.8.0
redhat,8.0psyche,2002-09-30,5.8.0
redhat,7.3valhalla,2002-05-06,5.6.1
redhat,7.2enigma,2001-10-22,5.6.0
redhat,7.1seawolf,2001-04-16,5.6.0
redhat,7.0guiness,2000-08-30,5.6.0
redhat,6.2zoot,2000-03-08,5.5.3
redhat,6.1cartman,1999-09-27,5.5.3
redhat,6.0hedwig,1999-04-19,5.5.3
redhat,5.2apollo,1998-10-14,5.4.4
redhat,5.1manhattan,1998-05-11,5.4.0
redhat,5.0hurricane,1997-11-10,5.4.0
redhat,4.2biltmore,1997-04-23,5.003
redo,4.0.0,2021-10-09,5.32.1
redo,3.0.2,2020-10-24,5.28.1
redo,2.0.7,2020-10-13,5.24.1
redo,1.0.4,2012-11-20,5.14.2
redo,1.0.3,2012-05-15,5.10.1
refracta,10.2-20201114,2020-11-14,5.28.1
refracta,9.0-20190206,2019-02-08,5.24.1
refracta,8.3-20170305,2017-03-05,5.20.2
regata,21.0.45,2022-03-23,5.26.1
regata,21.0.22,2021-12-19,5.26.1
regata,20.1.28,2021-05-25,5.26.1
remnux,7,2020-07-22,5.26.1
remnux,6.0,2015-06-08,5.18.2
remnux,5.0,2014-05-22,5.12.4
remnux,4.0,2013-04-06,5.12.4
rescatux,0.74,2021-11-14,5.28.1
rescatux,0.30.2,2012-11-20,5.10.1
rescuezilla,2.3,2021-12-24,5.32.1
rescuezilla,1.0.6.1,2020-06-26,5.30.0
rescuezilla,1.0.5.1,2020-03-24,5.26.1
robolinux,12.04,2022-03-11,5.30.0
robolinux,11.14,2020-10-28,5.26.1
robolinux,10.10,2020-04-17,5.26.1
robolinux,9.7,2019-07-23,5.22.1
robolinux,8.11,2018-10-11,5.20.2
robolinux,8.8.1,2017-06-10,5.20.2
robolinux,7.9.2,2016-06-16,5.14.2
rockscluster,7.0manzanita,2017-12-02,5.16.3
rockscluster,6.2sidewinder,2015-05-11,5.10.1
rockscluster,5.5mamba,2012-05-10,5.8.8
rockscluster,4.3marshill,2007-07-06,5.8.5
rockscluster,3.3.0makalu,2004-10-19,5.8.0
rockstor,4.1.0,2022-01-14,5.26.1
rockstor,3.9.2-9,2017-12-27,5.16.3
rocky,8.5,2021-11-15,5.24.4
rosa,12,2021-10-20,5.30.3
rosa,R11,2019-03-15,5.20.3
rosa,R10,2017-12-06,5.20.3
rosa,R9,2017-04-19,5.20.3
rosa,R8,2016-08-02,5.18.2
rosa,R7,2016-01-25,5.18.2
rosa,R6,2015-07-25,5.18.2
rosa,R5,2014-12-25,5.18.2
rosa,R4,2014-10-08,5.18.2
rosa,2012-R1,2013-06-06,5.14.2
rosa,2011,2011-12-21,5.12.3
rss,15.0,2022-01-05,5.28.1
rss,13.0,2020-01-12,5.28.1
rss,12.0,2019-08-09,5.28.1
rss,11.0,2018-04-08,5.24.1
rss,9.0,2017-08-27,5.20.2
rss,8.0,2017-06-22,5.20.2
runtu,22.04-alpha,2022-03-31,5.34.0
runtu,20.04.1,2020-10-04,5.30.0
runtu,18.04.3,2019-08-19,5.26.1
runtu,16.04.3,2017-08-07,5.22.1
runtu,14.04.2,2015-03-10,5.18.2
